entities	language	tweet_id	text	cagri	kaan	label	cagri_labels	kaan_labels	emre	oguzhan	emre_labels	oguzhan_labels
9:15%OSIG|40:47%OTAR|82:91%OSIG	0	1267254012363014148	bu nasıl fasist bir zihniyet , ama bizi Amerikayla karıştırmayın , Kürt evlatları birkaç it yüzünden devletine saldirmaz #BarışÇakan	1.0	1.0	1.0	9:15%OSIG|40:47%OTAR|89:91%OSIG	40:47%OTAR|82:91%OSIG	-1	-1		
	0	1227033524080971784	Olum kızların çoğu yavaş yavaş eşcinsel oluyor beyler acil bizimde birbirimizi sikmemiz lazım alpere boyum yetmez tren yapıcaz lütfen katılın	1.0	0.0	-2.0	79:87%OSIG		1.0	1.0	type:textContent|114$127$1$highlight-offensivetarget$|140$155$2$highlight-offensivesignal$|176$196$3$highlight-offensivesignal$	type:textContent|114$127$1$highlight-offensivetarget$|140$155$2$highlight-offensivesignal$|176$202$3$highlight-offensivesignal$
18:50%HSIG	1	1343345771161247745	my gay ass abt to murder the next rat licker i see	2.0	2.0	2.0	18:50%HSIG	18:50%HSIG	-1	-1		
	1	1277798729827917828	"Seriously...@JoeBiden should be hammering Trump on the Russian murder for hire plot against U.S.....he should be hammering him EVERY 👏DAMN 👏Day!!👏

How is this not Trump's Benghazi?? @SymoneDSanders

#cnn"	0.0	1.0	-2.0		32:41%OSIG|100:149%OSIG	1.0	1.0	type:textContent|141$150$1$highlight-offensivesignal$|151$156$2$highlight-offensivetarget$|222$231$3$highlight-offensivesignal$	type:textContent|141$150$6$highlight-offensivesignal$|151$156$5$highlight-offensivetarget$|222$231$7$highlight-offensivesignal$
54:66%OTAR|67:109%OSIG|127:151%OSIG|154:163%OSIG	0	1267334847464431617	Toma dan gaz yemeyen, su içmeyen  eylemciyim demesin..amerikalılar gevşek gevşek caddelerde hoplayıp zıplıyor ..2 toma bunları çil yavrusu gibi dağıtır.. artistler	1.0	1.0	1.0	54:66%OTAR|67:80%OSIG|154:163%OSIG	54:66%OTAR|67:109%OSIG|127:151%OSIG|154:163%OSIG	-1	-1		
	0	1344727804932403202	#2020biterken Yılbaşı eğlencesi yapan, vatan haini, terörist, ahlaksız kâfirlere yapılan operasyonları izlicez.😂 Bu yıl da siz bekleyin, ha geldiler ha gelecekler diye necisler.	1.0	2.0	-2.0	14:37%OTAR|39:79%OSIG	14:37%HTAR|39:80%HSIG|114:163%HSIG	1.0	2.0	type:textContent|123$146$1$highlight-hatetarget$|148$159$2$highlight-hatesignal$|161$169$3$highlight-hatesignal$|171$179$4$highlight-hatesignal$|180$189$5$highlight-hatesignal$|198$219$6$highlight-hatesignal$|278$286$7$highlight-offensivesignal$	type:textContent|123$146$1$highlight-hatetarget$|148$159$2$highlight-offensivesignal$|161$169$3$highlight-offensivesignal$|171$179$4$highlight-offensivesignal$|180$185$5$highlight-offensivesignal$|198$219$6$highlight-hatesignal$|220$222$7$highlight-hatesignal$|278$286$8$highlight-offensivesignal$
	0	1354487655975759872	"Biri Uygurlu Müslüman bir Türk,diğeri aranan bir Terörist!
Biri TRT’ye itina ile çıkartılırken diğeri Çin zulmünü soydaşlarına ve dindaşlarına  anlatıp yardım istemek için kürsüye çıktığında TRT apar topar yayından çıkıyor!
Anlatacaklarım bu kadar!
Gerisini siz anlarsınız artık! https://t.co/m151WMgsc0"		0.0	-2.0			-1	-1		
	1	1376757766862340097	"With the Boulder killer, there is a positive to the Republican response. The guy was Arab, and rather than Republicans demonizing Arabs, they went defensive on the race card ""Lol libtard- not a white supremacist. Not a MAGA! Suck it!!!"" 

Weird takes, no doubt... but progress?"		0.0	-2.0			-1	-1		
	0	1254513180488990722	Müslüman kanı ile Özgür yaşadığın bu ülkede İslam’a saygı duyacaksın. İslam’a ters düşen ahlaksızlık ve türevi işleri yapma özgürlüğün yok şerefsiz Lgbt ve ahlaksız avanesi #MüslümanAvukatlarGöreve	1.0	2.0	-2.0	139:147%OSIG|148:152%OTAR|156:172%OSIG	0:13%OSIG|70:139%HSIG|139:147%OSIG|148:152%HTAR|156:172%OSIG	1.0	2.0	type:textContent|153$177$2$highlight-offensivesignal$|198$209$3$highlight-offensivesignal$|233$247$7$highlight-offensivesignal$|247$248$10$highlight-no$|248$256$8$highlight-offensivesignal$|257$261$14$highlight-offensivetarget$|265$281$12$highlight-offensivesignal$|283$306$1$highlight-offensivesignal$	type:textContent|153$177$4$highlight-offensivesignal$|198$209$5$highlight-offensivesignal$|233$247$6$highlight-hatesignal$|248$256$7$highlight-offensivesignal$|257$261$1$highlight-hatetarget$|265$281$2$highlight-offensivesignal$|283$306$3$highlight-offensivesignal$
	1	1278050816612589569	"I hope a Democratic Congress and Democratic President makes funding and reforming the IRS a top priority.  Collect the damn taxes.  See this: 
Has the IRS Hit Bottom? https://t.co/OAQtHZavvR #uncategorized #feedly"	0.0	0.0	0.0			-1	-1		
0:4%OSIG|5:16%OTAR|17:21%OSIG|22:33%OTAR|38:42%OSIG	1	1278088421240647685	Fuck luiz Suarez,fuck the referee and fuck that whistle!!	1.0	1.0	1.0	0:4%OSIG|5:16%OTAR|17:21%OSIG|22:33%OTAR|38:42%OSIG	0:4%OSIG|5:16%OTAR|17:21%OSIG|22:33%OTAR|38:42%OSIG	-1	-1		
30:44%OSIG|62:75%OTAR	1	1277961517430984704	Is it better to be considered evil or stupid ..... concerning our President	1.0	1.0	1.0	30:44%OSIG|62:75%OTAR	38:44%OSIG|66:75%OTAR	-1	-1		
	0	1348241617103282183	Kürtler ölsün Kürtler yok var olmadı var olmayacaktır. diyen bir milletle aynı havayı soluyoruz  #LicedeİşkenceVar ses verin		0.0	-2.0			-1	-1		
	1	1344789743679266817	"The Wisconsin pharmacist arrested Thursday afternoon admitted deliberately leaving 57 vials of Moderna vaccine unrefrigerated to intentionally spoil 570 doses of Covid vaccine.

If this had been a person of a certain religion, they would be labeled an extremist &amp; terrorist."	0.0	0.0	0.0			-1	-1		
	1	1278107336427442176	Seriously, it's Twitter just infested by every Trump follower out there? This is an absolute cesspool of anti-vaxers, Covid-19 deniers, and hate. I feel like I'm doing nothing but supporting science and logic any time I make a comment. This country is in trouble if this continues	0.0	0.0	0.0			-1	-1		
152:160%OSIG	0	1274361573822402561	"Konu Şu Ki:   AK Parti'yi  ve  Erdoğan'ı  sevmiyebilirsiniz,
 Ama Ona Olan Düşmanlığınız Sizi ""Terörist"" Sever Yapıyorsa. 
Bu Sizi ""Atatürk'cü  Değil"" ""Şerefsiz"" Yapar...!

Açık ve Net !
#HerşeybomMokoldu"	1.0	1.0	1.0	152:160%OSIG	152:160%OSIG	-1	-1		
0:5%OTAR|97:121%OSIG	1	1277764825842679808	"Trump either didn't read about the Russian bounty plot or he read about it and just didn't care.

Traitor. Idiot. Garbage. 

Whatever you call him, vote him out.

https://t.co/BVkh2kSwaE"	1.0	1.0	1.0	0:5%OTAR|98:121%OSIG	0:5%OTAR|97:121%OSIG	-1	-1		
	1	1278037401789534209	"As a bisexual woman I get called a dyke. You damn sure I'm gonna say whatever the fuck I want.

Stop gatekeeping Bisexuals.

(I'm talking to you fellow queer people!)

#BiDyke #BiFag"	0.0	1.0	-2.0		69:93%OSIG	0.0	0.0		
54:56%OSIG	0	1275681089151959042	Akp ye laf edince rte laf etmiş gibi oluyoruz napalım aq  #yksakpyigötürür	1.0	1.0	1.0	54:56%OSIG	54:56%OSIG	-1	-1		
	1	1277470350914105344	i HATE ranked rocket league :)	0.0	0.0	0.0			-1	-1		
10:14%OTAR|19:45%OSIG	1	1344038826294063114	Take that Nuno you fucking football terrorist!	1.0	1.0	1.0	10:14%OTAR|19:45%OSIG	10:14%OTAR|19:26%OSIG|36:45%OSIG	-1	-1		
	1	1233902285320671236	Fighting stigma — Unaware Rural Parents Are Harming Their Children Under Guise of Love and Care: Packaged baby-food and biscuits are fast replacing traditional supplementary feed for infants (6 to 11 months) in rural India in the mistaken belief of ... https://t.co/IdkauU7BHX	0.0	0.0	0.0			-1	-1		
	1	1277325983071305733	"speaking of @liamgallagher, Liam has this iconic star-shaped #tambourine. ⭐️
as for me, i want a heart-shaped tambourine! ❤️

and then i thought about, holy shit, how cool would it be if i had a *jewish* star tambourine? ✡️
answer: IT'D BE FOR THE GOOD GODDAMN WIN. 🥳

#FTW"	0.0	0.0	0.0			-1	-1		
162:171%OTAR|172:192%OSIG	1	1344733223121788928	People are all like 2021 isn't going to be any different than 2020 and I'm all like yeah maybe but last January Kobe died and this January we may very well see a president get his ass drug out the White House.	1.0	1.0	1.0	162:171%OTAR|172:192%OSIG	162:171%OTAR|172:192%OSIG	-1	-1		
6:16%HTAR|153:196%HSIG	0	1352314350552428548	"Bravo federasyona kışın bu saatinde sivasda bütün maçlar gündüz oynanıyor bize gelince akşam görev tamam nasıl olsa rahat edin hakkımızı yiyen kim varsa zehir zıkkım olsun sabahı görmesin inşallah 🙏
@Fenerbahce 
@TFF_Org"	2.0	2.0	2.0	6:16%HTAR|153:196%HSIG	153:196%HSIG	-1	-1		
77:100%OSIG	0	1233849118914686976	Liverpool yenildiğine göre artık buradan gelecek motivasyonla bi 30 maç daha milletin anasını beller	1.0	1.0	1.0	77:100%OSIG	77:100%OSIG	-1	-1		
0:2%OSIG	0	1261407306245275648	Aq yemin ederim kıskanmıyorum ya soğuyorum SO ĞU YO RUM	1.0	1.0	1.0	0:2%OSIG	0:2%OSIG	-1	-1		
	0	1275860657431347205	Bu acıyı bize yaşatan Erdoğan-Bahçeli faşist köpekleri başta olmak üzere, bu katliamlara imza atan yetkili ve sorumlu kademedekilerde aynı acıları tadacaklar.https://t.co/beB662OWlZ	2.0		-2.0	22:37%HTAR|38:54%OSIG|134:157%HSIG		-1	-1		
	0	1372514040241618946	"Rusya Devlet Başkanı Putin: “(ABD Başkanı Biden için) Ona sağlıklar dilerim""

( Hatırlamayanlar için dün Biden Putin'e katil demişti ) https://t.co/My55NAcqCI"	0.0	0.0	0.0			-1	-1		
	0	1275824742046597121	"Meslek odalarına dönük saldırıların karşısında, direnenlerin yanındayız.
Ankara'ya yürüyen avukatlar bir başlangıçtı. AKP iktidarının faşist saldırıları karşısında hayatı, emeği, yaşamı savunuyoruz.
#SavunmaSusmayacak https://t.co/jUkLdLRGz9"	1.0	0.0	-2.0	118:121%OTAR|134:140%OSIG		1.0	1.0	type:textContent|227$239$1$highlight-offensivetarget$|243$249$2$highlight-offensivesignal$|309$326$3$highlight-offensivesignal$	type:textContent|227$239$1$highlight-offensivetarget$|243$249$2$highlight-offensivesignal$|308$326$3$highlight-offensivesignal$
	0	1377083643773005826	"Ülke 20 yıldır hiç durmadan  zarar ediyor.
Kendi şirketinize zarar ettiren müdüre kaç yıl tahammül edersiniz.
cari açık demek ülkenin zarar etmesi demektir.
Ha 1 dolarlık vatan haini ha bu talanı görmeyen vatan haini ne farkınız var?
#BizVatanseverSizDolarsever"	0.0	1.0	-2.0		171:182%OSIG|205:216%OSIG	1.0	1.0	type:textContent|269$291$1$highlight-offensivesignal$|295$325$2$highlight-offensivesignal$	type:textContent|269$291$3$highlight-offensivesignal$|295$325$10$highlight-offensivesignal$
	1	1277393094678372353	Lmao bro we over here crying laughing talking bout when my mama charged this lady up after church ready to fight lmfaooooo bitch I’m retarded just like her😂😂😂😂		1.0	-2.0		123:128%OSIG|133:141%OSIG	-1	-1		
137:145%OSIG|148:153%OTAR|159:196%OSIG	1	1277979894882816000	Conservative groups see abortion ruling as catalyst for reelecting Trump https://t.co/zpy9Mf5Pwy via @politico REALLY...??? Cut the HOLY bullshit...TRUMP is a treasonous... DISGRACE and a disaster...!!!	1.0	1.0	1.0	148:153%OTAR|159:196%OSIG	137:145%OSIG	-1	-1		
73:78%OSIG	0	1267221353830191108	"Kürt ve terrorist aynı şey değildir.
2020 yılındayız bunu hala anlamayan aptal insanlar var."	1.0	1.0	1.0	73:78%OSIG	73:78%OSIG	-1	-1		
	1	1343881963032207362	if you put baking soda on your face i will kill you with all the strength my queer body can muster	2.0	0.0	-2.0	36:51%HSIG		2.0	2.0	type:textContent|152$156$1$highlight-hatesignal$|157$160$2$highlight-hatetarget$	type:textContent|152$156$1$highlight-hatesignal$|157$160$2$highlight-hatetarget$
	0	1340297636365148162	"Dostlar malum #NBA başlıyor. Geçen sene zevkle oynadığımız 'Dunkest' fantezi ligine sizleri de bekleriz.

Lig seçmesinde 'join' diyip code kısmına '4E5FD457' yazabilirsiniz.

https://t.co/bOXfzmqrYO

(mobil uygulaması da var)

Not: Kan gövdeyi götürecek!"	0.0	0.0	0.0			-1	-1		
	0	1233830318647410698	Görüldüğü üzere maç öncesinde yapılan bütün tezahüratlar iki gole bakıyor. Sonra hayat devam ediyor herkes için. Acıyı paylaşmak mı? Mağlubiyet acısını paylaşmak olur olsa olsa.	0.0	0.0	0.0			-1	-1		
	1	1277985253513203715	someone on facebook said one of the reasons they like trump is because....he needs minimal sleep like great leaders do as well.....BITCH WHAT HSHSDJJD I hate these people	2.0	1.0	-2.0	54:59%HTAR|151:170%HSIG	131:136%OSIG	1.0	1.0	type:textContent|109$129$4$highlight-offensivetarget$|240$245$2$highlight-offensivesignal$|262$266$5$highlight-offensivesignal$	type:textContent|109$128$3$highlight-offensivetarget$|240$245$2$highlight-offensivesignal$|262$266$1$highlight-offensivesignal$
0:9%HSIG|10:18%HTAR|35:52%HSIG	0	1348959049166053380	"Kahrolsun Amerikan Emperyalizmi...
Terörist sizsiniz... https://t.co/4VH1YsqcSP https://t.co/xZEtgGiYnc"	2.0	2.0	2.0	0:9%HSIG|10:18%HTAR|35:43%OSIG	0:9%HSIG|10:17%HTAR|35:52%HSIG	-1	-1		
	0	1371178490033278983	LANET OLSUN BANA BÖYLE BİR FENERBAHÇE İZLETEN SORUMLULARA, #AZİZYILDIRIMHAKKINIHELALETMEBUGEVŞEKLERE #FBvGB	2.0	1.0	-2.0	0:11%HSIG|46:57%HTAR	0:11%OSIG	1.0	1.0	type:textContent|109$120$1$highlight-offensivesignal$|136$146$2$highlight-offensivetarget$|155$166$3$highlight-offensivetarget$|199$209$4$highlight-offensivesignal$	type:textContent|109$120$1$highlight-offensivesignal$|136$146$2$highlight-offensivetarget$|155$165$3$highlight-offensivetarget$|199$208$4$highlight-offensivesignal$
0:7%OTAR|65:68%OSIG|113:115%OSIG	0	1275560619190685696	Ali koç Fenerbahçe'ye başkan olurken bahsettiğin vizyon bu muydu amk. Koskaca Fenerbahçe'nin düştüğü hallere bak aq	1.0	1.0	1.0	0:7%OTAR|65:68%OSIG|113:115%OSIG	65:68%OSIG|113:115%OSIG	-1	-1		
0:5%OTAR|21:26%OTAR|60:65%OTAR|119:124%OSIG	1	1377263497336123400	Trump killed people. Trump incited the riot at the capitol. Trump had babies pulled from their mothers' arms. And this moron wants his own web site to protect his legacy?	1.0	1.0	1.0	0:5%OTAR|21:26%OTAR|60:65%OTAR|119:124%OSIG	0:5%OTAR|21:26%OTAR|60:65%OTAR|119:124%OSIG	-1	-1		
0:9%OTAR|91:100%OTAR|127:157%OSIG|239:248%OSIG|251:276%OSIG	0	1233898473151397888	"MUHALEFET NE YAPMALI?
Tele1 var, Krt var, Halk tv var tv'ye çıkmak isteselerdi çıkarlardı. Muhalefet zaten muhalefet değil ki, halkı oyalayan orta oyuncuları..
Gerçeği, Akp'yi ve amacını/görevini biliyorlar anlatırlardı, Ama susuyorlar...
Korkaklar..
Susanlar dilsiz şeytandır..."	1.0	1.0	1.0	0:9%OTAR|91:100%OTAR|239:248%OSIG	0:9%OTAR|91:100%OTAR|127:157%OSIG|239:248%OSIG|251:276%OSIG	-1	-1		
	1	1233900988848918533	COLUMBIA—Biden victory party competing with Post Malone concert near U of S.C. campus.	0.0	0.0	0.0			-1	-1		
	0	1343995418422738948	"Neden beklettiniz bu kadar aşıyı piyasaya sürmek için sayın bim yetkilileri? 😂 Çin'den boşuna aldık aşıyı, vatan haini bim! 
Neyse ki sürdünüz piyasaya da içimiz ferahladı biraz da olsa 😂 https://t.co/G623t6XC0T"	1.0	2.0	-2.0	108:119%OSIG|120:123%OTAR	60:75%HTAR|108:119%HSIG|120:123%HTAR	1.0	1.0	type:textContent|169$184$1$highlight-offensivetarget$|217$228$3$highlight-offensivesignal$|229$232$2$highlight-offensivetarget$	type:textContent|169$184$10$highlight-offensivetarget$|217$228$6$highlight-offensivesignal$|228$229$7$highlight-no$|229$232$9$highlight-offensivetarget$
	0	1289170216040235008	Çocuklar öldürülüyor, kadınlar öldürülüyor, hayvanlar öldürülüyor bunlar cinayet değil ama kurban cinayettir öyle mi? Yılbaşında yenilen ördekler, hindiler, tavuklar ne o zaman? Yemin ederim sırf konuşmak için konuşuyosunuz. Boş yapıyosunuz, yapmayın.	0.0	1.0	-2.0			0.0	0.0		
0:5%OTAR|249:258%OSIG	1	1377348106891759620	"Trump hints at White House run in 2024, says supporters should have 'hope' - New York Post  https://t.co/LNhhwfoPPT via @GoogleNews  Turkey Neck has ""hinted"" at another failed presidential run four times now. Nobody in their right mind would want a Terrorist as a president."	1.0	1.0	1.0	0:5%OTAR|249:258%OSIG	249:258%OSIG	-1	-1		
	1	1376460314699558913	By ‘Britain’ who does the author mean.. men?? 😳🙄 https://t.co/3ZjstnC8t0	0.0	0.0	0.0			-1	-1		
	1	1344777077078306816	"https://t.co/7Ng8IF8Typ
United Nations human rights experts condemn Donald Trump's pardons of war criminals"	0.0	0.0	0.0			-1	-1		
73:84%OTAR|93:112%OSIG	0	1373334337194762243	"Giresun gram top oynamadan hakem sayesinde beleş gollerle 3 puan aldınız ümit öztürk seninde allah belanı versin 
#Samsunspor 
#Giresunspor"	1.0	1.0	1.0	73:84%OTAR|93:112%OSIG	73:84%OTAR|93:112%OSIG	-1	-1		
	1	1376953023373672448	"We raid your factories &amp; threaten a vaccine war to get more of it, while doing everything to undermine public confidence in the OAZ jab. However, we can't be asked to deliver jabs at weekends or Easter &amp; may ban it for under 60's. Serious lack of thought.
https://t.co/tcjwOuwhmm"	0.0	0.0	0.0			-1	-1		
83:95%OSIG|105:111%OSIG	1	1277711470097305601	Yo guys I got it let’s make a religion right and let’s make up some dude give em a bullshit ass name and fuckin use this a Wepon for the next generation	1.0	1.0	1.0	83:95%OSIG|105:111%OSIG	83:95%OSIG|105:111%OSIG	-1	-1		
31:36%OSIG|50:62%OSIG|67:77%OSIG|84:97%OSIG|123:132%HTAR|133:143%HSIG	0	1257149719823953921	Ne demek lgbt desteklemiyoruum comar misin abiiii koyun surusu yaa koyune don laaan gay olucaksin moruuk yasasin lezbiyeen heterolar geberiiiin	2.0	2.0	2.0	50:62%OSIG|123:132%HTAR|133:143%HSIG	31:36%OSIG|50:62%OSIG|67:77%OSIG|84:97%OSIG|133:143%HSIG	-1	-1		
	1	1278102968957644800	"Y’all think being gay is easy? Try being gay, Haitian, Cuban and a bottom. 😭
I hate it here 😭😂😂"	2.0	0.0	-2.0	41:60%HTAR|78:87%HSIG		0.0	0.0		
22:35%OSIG	0	1272806155593699333	ülke ülkelikten çıktı amına koyayım https://t.co/8Kp09FYrYF	1.0	1.0	1.0	22:35%OSIG	22:35%OSIG	-1	-1		
	0	1367431993198338048	"Deniz Çoban: ""Şiddetli hareket için de şu soruya cevap aramak gerekir; Oyuncu ellerini kollarını silah olarak mı kullanıyor yoksa araç olarak mı kullanıyor? Benim açımdan cevap net. Galatasaraylı oyuncu kollarını ‘araç’ olarak kullanıyor."""	0.0	0.0	0.0			-1	-1		
0:37%HSIG|38:42%HTAR	0	1280934140595130375	LANET OLSUN. LANET OLSUN. LANET OLSUN LGBT	2.0	2.0	2.0	0:11%HSIG|13:24%HSIG|26:37%HSIG|38:42%HTAR	0:37%HSIG|38:42%HTAR	-1	-1		
	1	1233900023877971970	https://t.co/Sx9QHaZSIi  @ u_me_exports #ebayseller #ebay #crunchy #cheesy #cheesefoods #popcorn #new #deliciousfood #flavors we ship #worldwide into 200+ Countries check us out !! Trusted #USA sellers… https://t.co/zwxhIIkk61	0.0	0.0	0.0			-1	-1		
20:23%HTAR|35:38%HTAR|39:77%HSIG	1	1376989333262106628	Every single time a gay says there gay I'm going to Tie a noose and kill them	2.0	2.0	2.0	20:23%HTAR|39:77%HSIG	20:23%HTAR|35:38%HTAR|52:77%HSIG	-1	-1		
75:76%HSIG|76:92%HTAR|92:130%HSIG|170:178%HSIG	0	1350865229513682947	#Galatasaray #Siyasetbahce #TuerkiyeninSefiriFenerbahce #besiktasinmacivar  bir kaç  hakemin ayağı  kaymazsa Futbolda düzen  olmaz.  Adaletin ve düzenin  olmadığı  yerde Kan akar. https://t.co/3BosfMgJTz	2.0	2.0	2.0	76:92%HTAR|93:108%HSIG|170:178%HSIG	75:130%HSIG|170:178%HSIG	-1	-1		
	1	1376533865792204801	"""A gun was found in the vicinity"" and the cops bodycam was NOT on....

They Virginia Beach man shot and killed by police was college football player https://t.co/jbESaI9WUC"	0.0	0.0	0.0			-1	-1		
	0	1374441215236608000	"Ot gibi bir dolarlık vatan haini törüyor 
#BirDolarlıkHainler"	1.0	2.0	-2.0	21:32%OSIG	0:7%OSIG|21:32%HSIG|43:61%HSIG	1.0	1.0	type:textContent|117$141$1$highlight-offensivesignal$	type:textContent|117$141$1$highlight-offensivesignal$
